OBJECTID,ECAPS,UNIT_ID,PARK_NAME,SUP_DIST,LAST_NAME,STREET_NUM,STREET_NAM,CITY,ZIP,FULL_ADDRESS,FAC_PHONE,POOL_PHONE,SR_PHONE,PLANNING_AREA,CLASSIFICATION,SPECIAL_USE,RGNL_LOCAL,AGENCY,GIS_ACRES,INVENTORY_ACRES,COMMUNITY_BLDG,SR_CENTER,GYMNASIUM,AUDITORIUM,POOL_BLDG,NATURE_CTR,BOAT_INSTR_CTR,RESTROOM,CONCESS_STND,MULTIPURPOSE_ROOM,CLASSROOM,LIBRARY,DOG_PARK,BOXING_CLUB,COMPUTER_LAB,WEIGHT_ROOM,EXHIBIT_AREA,MUSEUM,HISTORIC_VALUE,CIVIC_ART,MEMORIAL,THEATER,GIFT_SHOP,SHERIFF_SUB_STATION,PICNIC_SHELTER,GROUP_PICNIC_SHELTER,AMPHITHEATER,TICKET_BOOTH,MAINTENANCE_YARD_BLDG,TRASH_ENCLOSURE,BASEBALL_FIELD,SOFTBALL_FIELD,SOCCER_FIELD,WIFI,SYNTHETIC_SOCCER_FIELD,FUTSAL,FOOTBALL_FIELD,CRICKET_FIELD,MULTIPURPOSE_OVERLAY,TENNIS_COURT,BASKETBALL_FULL,BASKETBALL_HALF,VOLLEYBALL_SAND,VOLLEYBALL_HARD,SHUFFLEBOARD_COURT,HANDBALL_COURT,LAWN_BOWLING,SWIMMING_POOL,WADING_POOL,SPLASH_PAD,FITNESS_ZONE,BOATING_AREA,LAKE,BOAT_RENTAL,SWIM_BEACH,SAILING_AREA,FISHING_LAKE,EQUESTRIAN_BOARDING,TRAIL_STAGING_AREAS,HORSE_DRINKER,HORSE_TIES,HORSE_ARENA,MULTIUSE_TRAIL,HORSE_TRAIL,HIKING_TRAIL,BICYCLE_TRAIL,HORSESHOE_PIT,DISC_GOLF_HOLES,BMX_TRACK,IN_GROUND_SKATE_PARK,ABOVE_GROUND_SKATE_PARK,COMMUNITY_GARDEN,SPECIALTY_GARDEN,CONTROL_AIRPLANE_AREA,MODEL_BOAT_AREA,SHOOTING_RANGE,ANIMAL_EXHIBIT,WILDLIFE_SANCTUARY,PLAY_AREA_2_5_YRS,PLAY_AREA_5_12_YRS,PLAY_AREA_2_12_YRS,GOLF_COURSE_HOLES,PUTTING_GREEN,DRIVING_RANGE,CLUB_HOUSE,BANQUET_ROOM,SNACK_SHOP,COFFEE_SHOP,PRO_SHOP,GOLF_CARTS,CAMPING_TENT,CAMPING_GROUP,CAMPING_RV,RV_DUMP_STATION,SHOWERS,BRBQS,OUTDOOR_KITCHEN,PICNIC_TABLES,DRINKING_FOUNTAINS,TELEPHONE,VENDING_MACHINE,BANNERS_KIOSKS,EDUCATIONAL_SIGNAGE,PLAZA,OUTDOOR_STAGE,MAINTENANCE_YARD,SECURITY_LIGHTING,PARKING_ONSITE,PARKING_OSV,SHARED_PARKING,CEN_LAT,CEN_LON,P_Classification_Count,Special_Use_Count,Amenity_A,Amenity_B,Amenity_C,Amenity_D,Text_A,Text_B,Text_C,Shape__Area,Shape__Length
5953,HEER,1063,Gloria Heer Park,1,Heer Park,18109,East Gallineta Street,Rowland Heights,91748,"18109 East Gallineta Street, Rowland Heights, CA  91748",626-333-1369,,,ESGV,NH,,L,E,10.3598601,10.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,1,1,0,0,0,0,0,0,1,1,0,0,33.9789476,-117.9129727,0,0,0,0,0,,Rowland Heights Park,Heights District,Unincorporated,451274.099609375,2826.66401396836
5954,HHTS,45846,Hacienda Heights Community and Recreation Center,1,Hacienda Heights Community and Recreation Center,1234,Valencia Avenue,Hacienda Heights,91745,"1234 Valencia Avenue, Hacienda Heights, CA  91745",626-333-3250,,,ESGV,C,,L,E,7.23637199,7.24,1,0,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,1,0,1,1,0,0,34.01302705,-117.97824897,0,0,0,3,0,,,Heights District,Unincorporated,315215.379882813,2488.13498848301
5955,HAS,24535,Hasley Canyon Park,5,Hasley Canyon Park,28700,West Quincy Street,Castaic,91384,"28700 West Quincy Street, Castaic, CA  91384",661-294-3500,,,SC,NH,,L,N,5.37321684,5.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.45211312,-118.61984797,0,0,0,2,0,,,Santa Clarita Valley District,Unincorporated,234056.590820313,2048.16372221229
5956,KELL,6205,Helen Keller Park,2,Keller Park,12521,South Vermont Avenue,Los Angeles,90044,"12521 South Vermont Avenue, Los Angeles, CA  90044",323-241-6702,323-241-6703,,M,NH,,L,S,6.9800609,6.98,1,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,0,0,0,0,0,1,1,1,0,0,33.91785883,-118.29269265,1,,0,0,0,,Gardena Valley Park,Southwest District,Unincorporated,304050.50390625,2260.37045689066
5957,OHIG,6907,Highland Camrose Park,5,Highland Camrose park,2101,North Highland Avenue,Los Angeles,90068,"2101 North Highland Avenue, Los Angeles, CA  90068",323-850-2060,,,W,NH,,L,R,2.25076082,2.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,34.10897094,-118.33721345,0,0,0,0,0,,,No District,City of Los Angeles,98042.8349609375,1538.2327467859
5958,BOWL,100023,Hollywood Bowl,5,Hollywood Bowl,2301,North Highland Avenue,Los Angeles,90068,"2301 North Highland Avenue, Los Angeles, CA  90068",323-850-2060,,,W,SU,A,R,R,77.42897871,77.4,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,34.11307764,-118.33982064,0,0,0,27,0,,,No District,City of Los Angeles,3372793.88085938,14811.941139813
5959,JROB,44051,Jackie Robinson Park,5,Robinson Park,8773,East Avenue R,Littlerock,93543,"8773 East Avenue R, Littlerock, CA  93543",661-944-2880,,,AV,C,,L,N,13.83099495,13.83,1,0,1,0,0,0,0,1,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,34.57345616,-117.9722638,1,,0,2,0,,,Antelope Valley District,Unincorporated,602476.262695313,3729.71724995507
5960,JRAB,2385,Jackrabbit Flats Wildlife Sanctuary,5,Jackrabbit Flats Wildlife Sanctuary,,E Avenue T and 121st St E,Antelope Valley,93543," E Avenue T and 121st St E, Antelope Valley, CA  93543",661-944-6881,,,AV,SU,S,R,R,114.44575884,114.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.54091961,-117.91617875,0,0,0,0,0,,Little Rock Wildflower Sanctuary,No District,Unincorporated,4985241.72265625,10363.3903099567
5961,JAKE,7297,Jake Kuredjian Park,5,Kuredjian Park,25265,Pico Canyon Road,Stevenson Ranch,91381,"25265 Pico Canyon Road, Stevenson Ranch, CA  91381",661-294-3500,,,SC,NH,,L,N,5.73843982,5.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.38165723,-118.58068948,0,0,0,0,0,,,Santa Clarita Valley District,Unincorporated,249965.659179688,2028.36490200007
5962,,12511,La Sierra Canyon Wetlands,3,zzz  La Sierra Canyon Wetlands ,,Mullholland Hwy and Seminole Dr,Agoura,91301," Mullholland Hwy and Seminole Dr, Agoura, CA  91301",,,,SMC,U,,,TBD,85.94736963,85.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.10570747,-118.79576088,0,0,0,0,0,,,No District,Unincorporated,3741558.34082031,13696.9088116516
5963,LWGC,45718,Lakewood Golf Course,4,Lakewood Golf Course,3101,Carson Boulevard,Lakewood,90712,"3101 Carson Boulevard, Lakewood, CA  90712",562-429-9711,,,G,SU,G,R,G,176.20770161,176.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.83370112,-118.15129848,0,0,0,0,0,,,No District,City of Lakewood,7675583.56835938,23867.4225150867
5964,LENN,6183,Lennox Park,2,Lennox Park,10828,South Condon Avenue,Lennox,90304,"10828 South Condon Avenue, Lennox, CA  90304",310-419-6712,310-419-2103,,SB,NH,,L,S,5.63987568,5.64,1,1,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,1,1,0,0,33.93737493,-118.35831842,0,0,0,3,0,,,Central West District,Unincorporated,245672.217773438,2102.65746831317
5965,,45643,Longview Wildlife Sanctuary,5,Longview Wildlife Sanctuary ,14000,Vayermo Road,Pearblossom,93553,"14000 Vayermo Road, Pearblossom, CA  93553",661-944-6881,,,AV,SU,S,R,R,139.36187542,139.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.488354,-117.88313588,0,0,0,0,0,,,No District,Unincorporated,6070584.37695313,13157.605841286
5966,LAGC,45855,Los Amigos Golf Course,4,Los Amigos Golf Course,7295,East Quill Drive,Downey,90242,"7295 East Quill Drive, Downey, CA  90242",562-869-0302,,,G,SU,G,R,G,120.75052744,120.75063419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.93680736,-118.16150475,0,0,0,0,0,,Rancho Los Amigos Golf Course,No District,City of Downey,5259876.58105469,13789.5760649026
5967,ARBO,7017,Arboretum and Botanic Garden,5,Arboretum and Botanic Garden,301,North Baldwin Avenue,Arcadia,91006,"301 North Baldwin Avenue, Arcadia, CA  91006",626-821-3222,,,WSGV,SU,B,R,R,119.35555891,119.36,0,0,0,1,0,0,0,4,1,0,3,1,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,34.14285487,-118.05421521,0,0,0,4,0,,"Arboretum of Los Angeles County, Los Angeles State and County Arboretum",No District,City of Arcadia,5199111.94628906,12881.3170009449
5968,ROBL,4789,Los Robles Park,1,Los Robles Park,14906,East Los Robles Avenue,Hacienda Heights,91745,"14906 East Los Robles Avenue, Hacienda Heights, CA  91745",626-333-1369,,,ESGV,NH,,L,E,4.99857936,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,0,0,0,0,0,1,1,0,0,34.00957385,-117.98595348,0,0,2,2,0,,"North Whittier Heights Park, Hillgrove County Park",Heights District,Unincorporated,217737.4375,1978.99148324376
5969,LVGC,5866,Los Verdes Golf Course,4,Los Verdes Golf Course,7000,West Los Verdes Drive,Rancho Palos Verde,90275,"7000 West Los Verdes Drive, Rancho Palos Verde, CA  90275",310-377-7370,,,SB,SU,G,R,G,162.7095505,162.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.75426795,-118.40065022,0,0,0,0,0,,,No District,City of Rancho Palos Verdes,7087605.93457031,19126.9612758185
5970,MHGC,6211,Maggie Hathaway Golf Course,2,Hathaway Golf Course,9637,South Western Avenue,Los Angeles,90047,"9637 South Western Avenue, Los Angeles, CA  90047",323-755-6285,,,M,SU,G,R,G,12.46797244,12.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.94779482,-118.31293828,0,0,0,0,0,,Jack Thompson Golf Course,No District,City of Los Angeles,543103.185546875,3767.93545489966
5971,MANZ,5089,Manzanita Park,1,Manzanita Park,1747,South Kwis Avenue,Hacienda Heights,91745,"1747 South Kwis Avenue, Hacienda Heights, CA  91745",626-336-6246,,,ESGV,C,,L,E,12.11537484,12.12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,1,1,0,0,34.00305612,-117.9742878,0,0,0,1,0,,Kwis Avenue Neighborhood Park,Heights District,Unincorporated,527744.083007813,2940.13115869961
5972,MCYN,6783,Marshall Canyon Regional Park & Nursery,5,Marshall Canyon Park & Nursery,6550,North Stephens Ranch Road,La Verne,91750,"6550 North Stephens Ranch Road, La Verne, CA  91750",909-596-5568,,,ESGV,SU,NU,R,R,277.08869593,277.08894089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,34.14717895,-117.74001231,0,0,1,6,0,,,No District,Unincorporated/City of Claremont,12069945.9892578,28036.4823012502
5973,MLKF,45876,Martin Luther King Jr. Fitness Garden,2,King Jr. Fitness Garden,11833,Wilmington Avenue,Los Angeles,90059,"11833 Wilmington Avenue, Los Angeles, CA  90059",310-965-8608,,,M,N,,L,S,0.36396139,0.36396139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.92475883,-118.23961291,0,0,0,0,0,,,Southwest District,Unincorporated,15854.109375,974.605333308125
5974,MCNE,5236,McNees Park,4,McNees Park,11590,Hadley Boulevard,Whittier,90606,"11590 Hadley Boulevard, Whittier, CA  90606",626-333-1369,,,G,N,,L,S,0.61103216,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.98245211,-118.05420596,0,0,0,0,0,,,Southeast District,Unincorporated,26616.484375,651.560051902976
5975,MESC,45645,Mescal Wildlife Sanctuary,5,Mescal Wildlife Sanctuary,,238th Street East ,Antelope Valley,93544," 238th Street East , Antelope Valley, CA  93544",661-944-6881,,,AV,SU,S,R,R,99.43811568,99.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48169847,-117.69954457,0,0,0,0,0,,,No District,Unincorporated,4331510.82421875,8542.49819567821
5976,MICH,5345,Michillinda Park,5,Michillinda Park,3800,Michillinda Drive,East Pasadena,91107,"3800 Michillinda Drive, East Pasadena, CA  91107",626-821-4619,,,WSGV,P,,L,E,2.17705312,2.18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34.13104464,-118.07032463,0,0,0,0,0,,,San Gabriel Valley District,Unincorporated,94832.1455078125,1263.73592699431
5977,MONA,6231,Mona Park,2,Mona Park,2291,East 121st Street,Compton,90222,"2291 East 121st Street, Compton, CA  90222",310-603-3729,310-603-3728,,M,NH,,L,S,7.80037768,7.8,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,9,0,0,2,0,0,1,1,6,1,0,0,33.92208257,-118.23026147,1,,0,3,0,,,Southwest District,Unincorporated,339783.388671875,2545.18072231189
5978,MONT,25041,Monteith Parkway,2,Monteith Parkway,4616,South Mullen Avenue,Los Angeles,90043,"4616 South Mullen Avenue, Los Angeles, CA  90043",310-965-8608,,,W,P,,L,S,0.6433874,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33.99902479,-118.33733546,0,0,0,0,0,,,Central West District,Unincorporated,28025.8681640625,720.385247841499
5979,MONU,6966,Altadena Triangle Park,5,Altadena Triangle Park,800,East Altadena Drive,Altadena,91001,"800 East Altadena Drive, Altadena, CA  91001",626-798-6335,,,WSGV,N,,L,N,0.51174861,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,34.18982308,-118.13184523,0,0,0,0,0,,"Monument Park, Memorial Park, Altadena Triangle County Parkway",Foothill District,Unincorporated,22291.7001953125,764.201458472751
5980,MMGC,46285,Mountain Meadows Golf Course,1,Mountain Meadows Golf Course,1875,Fairplex Drive,Pamona,91768,"1875 Fairplex Drive, Pamona, CA  91768",909-623-3704,,,ESGV,SU,G,R,G,165.2003645,165.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.08433588,-117.77999988,0,0,0,0,0,,,No District,City of Pomona,7196105.44726563,13670.651311444
5981,OBRE,6283,Eugene A. Obregon Park,1,Obregon Park,4021,East First Street,Los Angeles,90063,"4021 East First Street, Los Angeles, CA  90063",323-260-2344,323-260-2377,,M,NH,,L,E,10.93677788,10.94,1,0,1,0,1,0,0,1,0,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,34.03765706,-118.17715335,1,,0,0,0,,,East Los Angeles District,Unincorporated,476404.567382813,2824.80704670882
5982,PAM,25055,Pamela County Park,5,Pamela Park,2236,Goodall Avenue,Duarte,91010,"2236 Goodall Avenue, Duarte, CA  91010",626-357-1619,,,WSGV,NH,,L,E,3.26373745,3.26,1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,34.12338297,-117.99384906,1,,0,0,0,,"Duarte Area Park, Sawpit Park",San Gabriel Valley District,Unincorporated,142167.959960938,1541.43619724143
5983,PARQ,45861,Parque de los Suenos,1,Parque de los Suenos,1333,South Bonnie Beach Place,Los Angeles,90032,"1333 South Bonnie Beach Place, Los Angeles, CA  90032",323-260-2330,,,M,P,,L,E,1.61100477,1.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,34.01596567,-118.18107945,0,0,0,0,0,,Union Pacific Park,East Los Angeles District,Unincorporated,70175.1494140625,1512.82311456671
